ERR1018240	ERR1018195	ERR1018209	ERR1018239	ERR1018238	ERR1018237	ERR1018236	ERR1018235	ERR1018234	ERR1018233	ERR1018232	ERR1018241	ERR1018193	ERR1018205	ERR1018203	ERR1018210	ERR1018199	ERR1018198	ERR1018208	ERR1018207	ERR1018186	ERR1018192	ERR1018189	ERR1018227	ERR1018224	ERR1018213	ERR1018201	ERR1018200	ERR1018202	ERR1018185	ERR1018212	ERR1018187	ERR1018197	ERR1018196	ERR1018190	ERR1018188	ERR1018191	ERR1018211	ERR1018194	ERR1018214	ERR1018225	ERR1018222	ERR1018226	ERR1018228	ERR1018216	ERR1018221	ERR1018229	ERR1018231	ERR1018218	ERR1018223	ERR1018215	ERR1018230	ERR1018219	ERR1018220	ERR1018279	ERR1018280	ERR1018281	ERR1018282	ERR1018283	ERR1018284	ERR1018285	ERR1018310	ERR1018286	ERR1018287	ERR1018288	ERR1018289	ERR1018290	ERR1018291	ERR1018311	ERR1018312	ERR1018292	ERR1018293	ERR1018242	ERR1018243	ERR1018308	ERR1018244	ERR1018245	ERR1018246	ERR1018309	ERR1018247	ERR1018248	ERR1018249	ERR1018250	ERR1018251	ERR1018252	ERR1018253	ERR1018254	ERR1018255	ERR1018256	ERR1018257	ERR1018258	ERR1018259	ERR1018260	ERR1018261	ERR1018262	ERR1018263	ERR1018264	ERR1018265	ERR1018266	ERR1018267	ERR1018268	ERR1018269	ERR1018270	ERR1018271	ERR1018272	ERR1018273	ERR1018274	ERR1018275	ERR1018276	ERR1018277	ERR1018278	ERR1018217	ERR1018206	ERR1018204	ERR1018305	ERR1018306	ERR1018307	ERR1018294	ERR1018298	ERR1018295	ERR1018299	ERR1018296	ERR1018300	ERR1018297	ERR1018301	ERR1018302	ERR1018303	ERR1018304
Streptococcus peroris [Cluster1419]	2.12586798899226	0	1.44861114988555	1.88202762312846	1.94191737375025	3.88645497328502	1.22550832546739	0	0	2.47647737601927	1.87808763854867	0	0	6.69156448233557	1.941685566564	5.9734567868295	7.66573440724909	5.09201197613769	0	0	0	0.9874788949213	0.238043512785112	0.967989632108358	1.17706585468005	8.04314688009368	0	1.1770776737977	0	0	0	1.72339844861967	0	5.01709967909534	0	0	2.29601066651966	1.92707399894418	17.4318131192531	0	0	2.33210132515152	1.89433125581705	9.19025658317316	1.07822551279787	0	11.2686799305924	2.45835208235262	0	0	0.977447154491293	0	1.00506070801027	1.22707013969498	1.45763899009637	0.969852861532709	0	20.7472064973409	6.50551338022135	1.87472220911164	0.414128779319631	0	1.42627898684529	3.48670251861291	1.92584755848572	4.24185679476375	0	0	2.82412485007812	0	0	0	0	0	0.956119490034543	0	1.84725344653161	0	4.51432229736418	0	0.962607965171395	6.03104184229247	2.34213722852482	0	0.97152826783053	0	0.582624487144909	0	1.77001111026692	1.05376004793595	0.956307820378868	0	0	0.958591476165288	6.72546396402451	3.04770976578906	10.5983366333507	0	0	2.19163891225622	0	0.956793914672628	0	0	0	0	0.970586568631694	0	0.386562721155278	20.9638172558223	0	9.2361765383861	0	3.25248575767932	2.03808838834896	0.982966057464078	0	0	2.62625468560943	1.45375333399002	0	0	0	0	0.230105016903567	0	0	0
unnamed Cyanothece sp. CCY0110 [Cluster142]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus australis [Cluster1420]	6.6150260993072	12.4854944642586	4.30612029854248	13.8184886958463	16.2955693840006	2.18238838864431	7.49395718153617	1.27407345855939	1.24138271453669	19.0891417070171	9.11756757290731	1.28643797952039	0.972387177238988	21.0445539687402	6.3928956764451	57.9547132273771	2.96892540413722	59.1424824100578	6.21000461156155	0	4.48535128722639	10.4397227515878	0.155780341965293	2.87717144323281	2.83800638583324	26.7459463314047	1.22000804015011	53.33705970934	0	1.91049442209934	9.03105467749583	4.10116572631149	0	45.7835744230733	0	1.80534047664236	4.68519166165279	5.69443675698043	42.0448897566335	4.87984137690898	8.7214714282013	3.37009369999827	0	4.67836343291627	8.47136642324322	0.944410849080738	58.41087642235	15.4872408756717	0.277583000098394	11.2861187569389	10.2326733813866	3.82915063504135	19.3532363965565	12.3937598950313	0	9.85665436429664	1.94874106156079	143.012155728302	20.8319275547124	5.5372782491056	3.2714091666869	0.959981964636145	8.85468437720942	0	0	9.94586752604121	0	0.978867890124973	24.6200742613657	19.9972886265559	0	3.3771135656009	2.79823585080069	13.6957266684737	2.00148731308322	10.5758654713284	6.60886827244164	4.77273139380705	24.2341622634353	6.95744579700602	9.21347711654692	49.6660180712805	45.9445427933219	4.78932526861893	4.62960082197608	0	16.2840731605413	1.08904140115192	6.47869819373368	27.5687885396594	15.2457405497625	0.957103764892515	5.77202667928016	0.949745716780712	102.462043680838	63.9800866795208	149.523267303362	4.64997789350419	3.72543680272102	0	0.955649215860463	2.27038264550088	17.9925058635326	3.87118896955877	16.6241832694863	0.956676271672483	9.31484332469749	4.38123438797488	8.55495775208597	208.309640919594	17.4429207099797	87.367686035205	12.7193652236425	11.4710275025455	106.848230003412	1.03606462554841	15.9139432414364	0	19.9565301685554	7.54061265166072	4.84491761097464	0	0	4.31660188472813	0.967638128036356	3.87690979531129	6.36278962491157	21.602112527544
Streptococcus parasanguinis [Cluster1421]	110.746639967681	162.093735502745	40.945719618501	6.36616014971499	31.1307714404191	75.6631342400024	73.4938180735803	22.0870703574125	65.9652052011019	215.237943236532	2.06196342966624	1.08662253317499	0.973309503789968	297.396023789579	18.3610636790806	377.261535734442	72.0514580719333	37.1764305267991	9.4844805215475	2.82818170249928	41.9450734951369	5.10967380859108	1.37372178864782	23.7610043941163	194.614000517018	919.861282525652	9.46658115951647	21.7187915913003	0.949464863189399	6.57522201503585	2.58987367418005	58.2382221059752	9.43311677322717	37.6958698003563	7.72371972784223	30.1345890980003	89.4455037259868	2.86285089135783	1372.43042835338	3.87939860856436	314.059706093533	29.6985589654166	15.9813231120914	87.2693132739642	46.7438639042851	63.256405941125	76.0978209040706	65.9894456190267	20.8012716913826	3.19246094211438	268.452088751321	0.900318361320827	210.603797783832	16.19223211846	28.1048769573978	83.2757236610768	20.2533496453418	3459.75107836629	779.13388932151	217.769871182829	5.73008046924652	3.81101797195627	101.005242964188	128.803139576523	18.5362652199853	230.451363803634	14.4037375701992	6.76860098829236	95.5903789261157	307.15375821615	7.46802602279847	12.7000676140841	79.2625819221165	39.827793387981	13.527138787688	25.3626768115172	2.11589939229289	10.7812721930202	145.48046435827	29.2322719021355	33.0138963133851	20.3821154707686	15.1647448398377	74.5003184200559	21.4111047799845	33.8722922647749	1.39054380454263	19.9369603278275	147.801746715862	93.6871217243688	8.80387485969632	17.1046707640774	1.9258338497855	24.4673883758106	2373.43720506917	945.615926787763	1710.65519465125	5.90666534327702	4.65892857967185	7.93195481081367	4.75271718111448	0.946538695955754	62.0507710182264	84.537887483191	48.1948494041869	8.44238567621237	0.943162294816384	23.701645910884	5.93010904181104	5249.6158380671	5.93950540631156	809.696894018537	12.4317571865314	1.29274237562555	110.601735706836	17.156932317629	13.964264871799	14.731680834117	79.9775412938391	32.5216589589003	0	0	5.7637392815822	5.26706604094847	5.53828516737079	69.6264724407464	46.890488671648	18.7425770440841
Catonella morbi [Cluster1422]	0	0	0	0	6.05358125812762	1.00728324580363	0	0	0	0	0	0	0	1.02960868036501	1.00880977342418	0	0	10.0496701433236	1.01227908952282	1.00976184220079	0	0	0	0	1.98430626226539	23.0416920054066	0	0	0	1.00184923773923	0	0	0	0	0	0	2.94825609994584	0	1.01909316874116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00851491758859	0	0	0	0	2.03740399519033	0	0	0	0	0	0	10.1359641681402	0	0	0	0	0	0	0	2.04657282732299	0	0	0	0	0	0	1.00025291423399	1.01062576666697	0.997517209707666	2.00918958533411	0	0	0	0	0	0	0	0	1.00893612703199	0.996079351393557	2.00237385889826	0	0	0	0	0	0	0	0	0	0	0	1.00854353892383	0	0	0.989881161883363	0.991351197575593	4.98548150137049	1.02614487211203	0	0	0	1.00702401914771	0	0	0	0	0	0	0	0	0	0	0
Eremococcus coleocola [Cluster1423]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus viridans [Cluster1424]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus urinae [Cluster1425]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oenococcus oeni [Cluster1426]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella paramesenteroides [Cluster1427]	0	0	0	0	0	0	0	0	0	0	0.978085435201399	0	0	0	0	0	0.78501590248988	0	0	0	0	0	0	0	0	0	0	0	0.0514576203609035	0	0.0335880612123804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0595578610005953	0	0	1.01580089961815	0	0	0	0	2.19158776348586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95583862910485	0	0	0	0	0	0	0	0.341503253325289	0	0	0	0	0	0	0	0	0.0650815467427044	0	0	0	1.42551201309529	0	0	0	0	0	0	0	0	0	0	0	0.0340144512952912	0	0	0.0502446835884755	0.0788798907948998	0	0.456807164954443	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella cibaria [Cluster1428]	1.00418694857983	0	0	0.970339800595729	0	0	0	0	0	0	0.968308414974964	0	0	0	4.00439347929958	1.02310899192649	0	0	0	0	10.0317443745215	0	0	0	0	0.99415477837654	0	0	0	0	0	0	3.0717795403124	1.01842211340839	0.998885339740014	0	6.82667871672419	0	1.01130315823922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981567510868014	0	0	0	0	0	0.971126612818912	0	0	0	0	0	1.95086121986261	0	0	0	0	1.00868019378069	0.992606919789633	4.01160192601715	0	0	0	0	0	0	0	7.91523362822376	0	0	0	0	2.98060138600604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121240930416889	1.9891303390316	0	0	0	0.940251796388819	0	0	0	0	0	0	0	5.95566695288195	0
Weissella koreensis [Cluster1429]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Cyanothece sp. ATCC 51142 [Cluster143]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc mesenteroides [Cluster1430]	0	0	0	0	0	0	0	0	0	0.992946195772422	0	0	0	0	0	0	0.0498245159387511	0	0	0	0	0	0	0	0	0	0	0	0.0980044908975461	0	0.0639707164122183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.941691295675182	0.113431942739912	0	0	0.993905750581677	0	0	0	0	24.5894161129312	0	0	0	0	0	0	0	0	0	0	0.995519151949811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65041586158208	0	0	0	0	0	0.978397932304895	0	0	0.123952172887297	0	0	0	2.71498328395082	0	0	0	0	0	0.975092796334539	0.985937103920593	0	0	0	0	0.0647828049368402	0	1.936541299861	0.0956943714237152	0.150232045034125	0	0.870019898427449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc citreum [Cluster1431]	1.00085208276114	0	0	0	0	0	0	0	1.02088346765517	0	1.93018540074322	0	0	0	0	0	0.0254701373863314	0	0	0	0	0	0	0	0	3.9634129160204	0	0	0.0500995905450744	0.990889371102507	0.0327016310148238	0	0	0	0	1.87270129536452	0	0	0	0	0	0.999781350792097	0	0	0	0	0.0579860558833251	0	0	0	0	0	0	0	1.08019166620264	0	0	0	0	0	0	0.995800787696411	0	0	0	0	0	0	0.967901539090074	0	0	0	0	0	0	0	0	0	1.83962905994447	0	0	0	0.0372696768703632	0	0	0	0.954364053590998	0	0	0	0	0.0633639647729789	0	0	0	0.0158863965785252	0	0	0	0	0	0	0	0	0	0	0	0.0331167681396362	0	0	0.0489186646641358	0.076798153574688	0	0.444751462694184	0	0	1.99201508456528	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc lactis [Cluster1432]	0	0	0	0	0	0	0	0	0	0	17.6790400790538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01677044901674	0	0	0	1.00842200609816	0	0	0	14.4619989496093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966043775566879	0	0	0	0	0	0	0	0	1.00699905770978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc kimchii [Cluster1433]	0	0	0	0	0	0	0	0	0	0.995275388646205	0	0	0	0	0	0	0.0498451094202174	0	0	0	0	0	0	0	0	0	0	0	0.098044998138387	0	0.0639971568048243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113478826459031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.987335731628575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.650684691629668	0	0	0	0	0	0	0	0	0.124003404830587	0	0	0	2.71610544152497	0	0	0	0	0	0	0	0	0	0	0	0.0648095809820795	0	0	0.0957339238453938	0.150294138980785	0	0.870379495270811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc gasicomitatum [Cluster1434]	0	0	0	0	0	0	0	0	0	6.03936822208929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01782362832706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00005067496667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97206377476697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc gelidum [Cluster1435]	0	0	0	0	0	0	0	0	0	33.2230331613856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94490030179679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc fallax [Cluster1436]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fructobacillus fructosus [Cluster1437]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus delbrueckii [Cluster1438]	0	0	0	0	0	0	0	0	0	0	0	0	0	40.5833853300533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.989489375695639	0	0	0	0	0	0	0	0	0	0	0	6.88045389949135	0	0	0	0	0	0	0	0	0.964345299049304	0	0	0	0.946365738362808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95164825721678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97381117677423	0
Lactobacillus iners [Cluster1439]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988806348305894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microcystis aeruginosa [Cluster144]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus jensenii [Cluster1440]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus jensenii [Cluster1441]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00398288197336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus johnsonii [Cluster1442]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus gasseri [Cluster1443]	0	0	0	0	0	0	0	4.92545944437821	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03803106860672	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85351081418619	1.98371785956094	0	386.011722862421	0	14.9823075649972	0	0	0	0.999138121082031	0	0	0	0	0	0	0	2.07995418439527	0	0	0	3.82266315049443	114.518228757242	21682.1111799656	7.58463508541602	2.97987365960984	11.2940698284198	8.78251811602997	33.3147163103049	0	0	0	0	0	0	1.98141669001289	5.78764822819482	30.8153670888656	0	0	0	4.75584347644477	10.8409228254398	0	0	0	0.989326809094136	0	0.983422937987876	0	2.05037213515386	0	36.8903000980982	0	0	0	0	0	0	0	69.1650701953449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4829834093277	0	0	0	0	0	0.985800968473479	0	0	0	0	0	4.9809909987342	0	0	0	56.6381246544218	0
Lactobacillus crispatus [Cluster1444]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98106307944617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1216790067236	0	0	0	0	0	0	0	0	0	0	0	0.963763101692521	5.04137758078792	1545.63368640905	0	2.00635204189617	14.9312566396312	0	0	0	0	2.99318254631824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01423043376555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00359957931353	0	0	0	0	0	0	0	0	0	0
Lactobacillus acidophilus [Cluster1445]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus helveticus [Cluster1446]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99188771432482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0380384093138	0	0	0	1.00729339070632	0.956429626811201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.985207269899245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95201903142253
Lactobacillus amylovorus [Cluster1447]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00653188616968	2.00984567263935	450.09081295247	0	0	0.973647879141891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.991642785148882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus ultunensis [Cluster1448]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.968916832919777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus kefiranofaciens [Cluster1449]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.953402967015263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cyanobacterium UCYN-A [Cluster145]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus amylolyticus [Cluster1450]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
